1037,7499,1157,8502,1
1376,-4513,1496,-3510,1
1376,-3028,1496,-2025,1
1376,-1516,1496,-513,1
1376,-58,1496,945,2
1376,1435,1496,2438,1
1376,2875,1496,3878,2
1376,4458,1496,5461,1
1376,5934,1496,6937,2
1376,7499,1496,8502,1
1678,-4513,1798,-3510,2
1678,-3028,1798,-2025,2
1678,-1516,1798,-513,2
1678,-58,1798,945,2
1678,1435,1798,2438,2
1678,2875,1798,3878,2
1678,4458,1798,5461,2
1678,5934,1798,6937,2
1678,7499,1798,8502,1
1992,-4513,2112,-3510,1
1992,-3028,2112,-2025,1
1992,-1516,2112,-513,1
1992,-58,2112,945,2
1992,1435,2112,2438,1
1992,2875,2112,3878,1
1992,4458,2112,5461,1
1992,5934,2112,6937,2
1992,7499,2112,8502,2
2559,-4513,2679,-3510,2
2559,-3028,2679,-2025,2
2559,-1516,2679,-513,2
2559,-58,2679,945,1
2559,1435,2679,2438,2
2559,2875,2679,3878,2
2559,4458,2679,5461,2
2559,5934,2679,6937,1
2559,7499,2679,8502,1
2868,-4513,2988,-3510,2
2868,-3028,2988,-2025,2
2868,-1516,2988,-513,1
2868,-58,2988,945,1
2868,1435,2988,2438,2
2868,2875,2988,3878,1
2868,4458,2988,5461,1
2868,5934,2988,6937,1
2868,7499,2988,8502,2
3196,-4513,3316,-3510,2
3196,-3028,3316,-2025,2
3196,-1516,3316,-513,2
3196,-58,3316,945,1
3196,1435,3316,2438,2
3196,2875,3316,3878,2
3196,4458,3316,5461,2
3196,5934,3316,6937,1
3196,7499,3316,8502,2
3524,-4513,3644,-3510,1
3524,-3028,3644,-2025,1
3524,-1516,3644,-513,1
3524,-58,3644,945,1
3524,1435,3644,2438,2
3524,2875,3644,3878,1
3524,4458,3644,5461,1
3524,5934,3644,6937,1
3524,7499,3644,8502,2
3863,-4513,3983,-3510,2
3863,-3028,3983,-2025,2
3863,-1516,3983,-513,2
3863,-58,3983,945,1
3863,1435,3983,2438,2
3863,2875,3983,3878,2
3863,4458,3983,5461,2
3863,5934,3983,6937,1
3863,7499,3983,8502,2
4165,-4513,4285,-3510,1
4165,-3028,4285,-2025,1
4165,-1516,4285,-513,1
4165,-58,4285,945,1
4165,1435,4285,2438,2
4165,2875,4285,3878,1
4165,4458,4285,5461,1
4165,5934,4285,6937,2
4165,7499,4285,8502,2
4479,-4513,4599,-3510,2
4479,-3028,4599,-2025,2
4479,-1516,4599,-513,2
4479,-58,4599,945,2
4479,1435,4599,2438,2
4479,2875,4599,3878,2
4479,4458,4599,5461,2
4479,5934,4599,6937,1
4479,7499,4599,8502,2
5036,-4513,5156,-3510,2
5036,-3028,5156,-2025,2
5036,-1516,5156,-513,1
5036,-58,5156,945,2
5036,1435,5156,2438,1
5036,2875,5156,3878,2
5036,4458,5156,5461,1
5036,5934,5156,6937,2
5036,7499,5156,8502,1
5345,-4513,5465,-3510,2
5345,-3028,5465,-2025,2
5345,-1516,5465,-513,2
5345,-58,5465,945,2
5345,1435,5465,2438,1
5345,2875,5465,3878,2
5345,4458,5465,5461,2
5345,5934,5465,6937,2
5345,7499,5465,8502,1
5673,-4513,5793,-3510,1
5673,-3028,5793,-2025,1
5673,-1516,5793,-513,1
5673,-58,5793,945,2
5673,1435,5793,2438,1
5673,2875,5793,3878,2
5673,4458,5793,5461,1
5673,5934,5793,6937,2
5673,7499,5793,8502,1
6001,-4513,6121,-3510,2
6001,-3028,6121,-2025,2
6001,-1516,6121,-513,2
6001,-58,6121,945,2
6001,1435,6121,2438,1
6001,2875,6121,3878,2
6001,4458,6121,5461,2
6001,5934,6121,6937,2
6001,7499,6121,8502,1
6340,-4513,6460,-3510,1
6340,-3028,6460,-2025,1
6340,-1516,6460,-513,1
6340,-58,6460,945,2
6340,1435,6460,2438,2
6340,2875,6460,3878,1
6340,4458,6460,5461,1
6340,5934,6460,6937,2
6340,7499,6460,8502,1
6642,-4513,6762,-3510,2
6642,-3028,6762,-2025,2
6642,-1516,6762,-513,2
6642,-58,6762,945,2
6642,1435,6762,2438,1
6642,2875,6762,3878,2
6642,4458,6762,5461,2
6642,5934,6762,6937,2
6642,7499,6762,8502,2
6956,-4513,7076,-3510,2
6956,-3028,7076,-2025,2
6956,-1516,7076,-513,1
6956,-58,7076,945,1
6956,1435,7076,2438,2
6956,2875,7076,3878,1
6956,4458,7076,5461,1
6956,5934,7076,6937,1
6956,7499,7076,8502,2
7497,-4513,7617,-3510,1
7497,-3028,7617,-2025,1
7497,-1516,7617,-513,1
7497,-58,7617,945,2
7497,1435,7617,2438,2
7497,2875,7617,3878,2
7497,4458,7617,5461,1
7497,5934,7617,6937,2
7497,7499,7617,8502,2
7806,-4513,7926,-3510,2
7806,-3028,7926,-2025,2
7806,-1516,7926,-513,2
7806,-58,7926,945,1
7806,1435,7926,2438,2
7806,2875,7926,3878,1
7806,4458,7926,5461,2
7806,5934,7926,6937,1
7806,7499,7926,8502,2
8134,-4513,8254,-3510,1
8134,-3028,8254,-2025,1
8134,-1516,8254,-513,1
8134,-58,8254,945,2
8134,1435,8254,2438,2
8134,2875,8254,3878,2
8134,4458,8254,5461,1
8134,5934,8254,6937,2
8134,7499,8254,8502,2
8462,-4513,8582,-3510,2
8462,-3028,8582,-2025,2
8462,-1516,8582,-513,2
8462,-58,8582,945,1
8462,1435,8582,2438,2
8462,2875,8582,3878,1
8462,4458,8582,5461,2
8462,5934,8582,6937,1
8462,7499,8582,8502,2
8801,-4513,8921,-3510,2
8801,-3028,8921,-2025,2
8801,-1516,8921,-513,1
8801,-58,8921,945,2
8801,1435,8921,2438,1
8801,2875,8921,3878,2
8801,4458,8921,5461,1
8801,5934,8921,6937,2
8801,7499,8921,8502,1
9103,-4513,9223,-3510,2
9103,-3028,9223,-2025,2
9103,-1516,9223,-513,2
9103,-58,9223,945,2
9103,1435,9223,2438,1
9103,2875,9223,3878,2
9103,4458,9223,5461,2
9103,5934,9223,6937,2
9103,7499,9223,8502,1
9417,-4513,9537,-3510,1
9417,-3028,9537,-2025,2
9417,-1516,9537,-513,1
9417,-58,9537,945,2
9417,1435,9537,2438,1
9417,2875,9537,3878,2
9417,4458,9537,5461,1
9417,5934,9537,6937,2
9417,7499,9537,8502,1
10035,-4513,10155,-3510,2
10035,-3028,10155,-2025,1
10035,-1516,10155,-513,2
10035,-58,10155,945,2
10035,1435,10155,2438,1
10035,2875,10155,3878,2
10035,4458,10155,5461,2
10035,5934,10155,6937,2
10035,7499,10155,8502,1
10344,-4513,10464,-3510,1
10344,-3028,10464,-2025,2
10344,-1516,10464,-513,1
10344,-58,10464,945,2
10344,1435,10464,2438,2
10344,2875,10464,3878,1
10344,4458,10464,5461,1
10344,5934,10464,6937,2
10344,7499,10464,8502,1
10672,-4513,10792,-3510,2
10672,-3028,10792,-2025,2
10672,-1516,10792,-513,1
10672,-58,10792,945,2
10672,1435,10792,2438,1
10672,2875,10792,3878,2
10672,4458,10792,5461,1
10672,5934,10792,6937,2
10672,7499,10792,8502,1
11000,-4513,11120,-3510,2
11000,-3028,11120,-2025,2
11000,-1516,11120,-513,2
11000,-58,11120,945,2
11000,1435,11120,2438,1
11000,2875,11120,3878,2
11000,4458,11120,5461,2
11000,5934,11120,6937,2
11000,7499,11120,8502,1
11339,-4513,11459,-3510,1
11339,-3028,11459,-2025,1
11339,-1516,11459,-513,1
11339,-58,11459,945,2
11339,1435,11459,2438,1
11339,2875,11459,3878,2
11339,4458,11459,5461,1
11339,5934,11459,6937,2
11339,7499,11459,8502,1
11641,-4513,11761,-3510,2
11641,-3028,11761,-2025,2
11641,-1516,11761,-513,2
11641,-58,11761,945,2
11641,1435,11761,2438,1
11641,2875,11761,3878,2
11641,4458,11761,5461,2
11641,5934,11761,6937,2
11641,7499,11761,8502,1
11955,-4513,12075,-3510,1
11955,-3028,12075,-2025,1
11955,-1516,12075,-513,1
11955,-58,12075,945,2
11955,1435,12075,2438,1
11955,2875,12075,3878,2
11955,4458,12075,5461,1
11955,5934,12075,6937,2
11955,7499,12075,8502,1
12573,-4513,12693,-3510,2
12573,-3028,12693,-2025,2
12573,-1516,12693,-513,2
12573,-58,12693,945,2
12573,1435,12693,2438,2
12573,2875,12693,3878,1
12573,4458,12693,5461,2
12573,5934,12693,6937,2
12573,7499,12693,8502,1
12875,-4513,12995,-3510,1
12875,-3028,12995,-2025,2
12875,-1516,12995,-513,1
12875,-58,12995,945,1
12875,1435,12995,2438,1
12875,2875,12995,3878,2
12875,4458,12995,5461,1
12875,5934,12995,6937,1
12875,7499,12995,8502,2
13189,-4513,13309,-3510,2
13189,-3028,13309,-2025,1
13189,-1516,13309,-513,2
13189,-58,13309,945,1
13189,1435,13309,2438,2
13189,2875,13309,3878,2
13189,4458,13309,5461,2
13189,5934,13309,6937,1
13189,7499,13309,8502,1
13674,-4807,14438,-4687,2
13674,-4497,14438,-4377,2
13674,-4161,14438,-4041,2
13674,-3692,14438,-3572,2
13674,-3350,14438,-3230,1
13674,-2961,14438,-2841,2
13674,-2598,14438,-2478,1
13674,-2082,14438,-1962,2
13674,-1667,14438,-1547,1
13674,-1256,14438,-1136,2
13674,-815,14438,-695,1
13674,-378,14438,-258,2
13674,201,14438,321,2
13674,511,14438,631,2
13674,847,14438,967,2
13674,1316,14438,1436,1
13674,1658,14438,1778,2
13674,2047,14438,2167,1
13674,2410,14438,2530,1
13674,2926,14438,3046,2
13674,3341,14438,3461,1
13674,3752,14438,3872,2
13674,4193,14438,4313,1
13674,4630,14438,4750,2
13674,5312,14438,5432,1
13674,5654,14438,5774,2
13674,6043,14438,6163,2
13674,6406,14438,6526,2
13674,6922,14438,7042,2
13674,7337,14438,7457,2
13674,7748,14438,7868,1
13674,8189,14438,8309,2
13674,8626,14438,8746,2
-1354,-6000,646,-4000
646,-6000,2646,-4000
2646,-6000,4646,-4000
4646,-6000,6646,-4000
6646,-6000,8646,-4000
8646,-6000,10646,-4000
10646,-6000,12646,-4000
12646,-6000,14646,-4000
-1354,-4000,646,-2000
646,-4000,2646,-2000
2646,-4000,4646,-2000
4646,-4000,6646,-2000
6646,-4000,8646,-2000
8646,-4000,10646,-2000
10646,-4000,12646,-2000
12646,-4000,14646,-2000
-1354,-2000,646,0
646,-2000,2646,0
2646,-2000,4646,0
4646,-2000,6646,0
6646,-2000,8646,0
8646,-2000,10646,0
10646,-2000,12646,0
12646,-2000,14646,0
-1354,0,646,2000
646,0,2646,2000
2646,0,4646,2000
4646,0,6646,2000
6646,0,8646,2000
8646,0,10646,2000
10646,0,12646,2000
12646,0,14646,2000
-1354,2000,646,4000
646,2000,2646,4000
2646,2000,4646,4000
4646,2000,6646,4000
6646,2000,8646,4000
8646,2000,10646,4000
10646,2000,12646,4000
12646,2000,14646,4000
-1354,4000,646,6000
646,4000,2646,6000
2646,4000,4646,6000
4646,4000,6646,6000
6646,4000,8646,6000
8646,4000,10646,6000
10646,4000,12646,6000
12646,4000,14646,6000
-1354,6000,646,8000
646,6000,2646,8000
2646,6000,4646,8000
4646,6000,6646,8000
6646,6000,8646,8000
8646,6000,10646,8000
10646,6000,12646,8000
12646,6000,14646,8000
-1354,8000,646,10000
646,8000,2646,10000
2646,8000,4646,10000
4646,8000,6646,10000
6646,8000,8646,10000
8646,8000,10646,10000
10646,8000,12646,10000
12646,8000,14646,10000
